views,uploader,county_code
97,1,20067
88,,20067
7,1,20069
7,,20069
1,1,20073
1,,20073
1,1,20075
8,1,20077
27,,20077
402,,20079
518,1,20079
2,1,20081
130,1,20085
120,,20085
27,,20087
18,1,20087
16915,1,20091
11526,,20091
3,1,20093
2,,20093
14,1,20095
22,,20095
1,1,20097
1,,20097
127,,20099
154,1,20099
6,1,20101
22,,20101
1314,1,20103
1025,,20103
107,1,20107
128,,20107
77,1,20109
52,,20109
738,1,20111
394,,20111
381,,20113
406,1,20113
72,1,20115
43,,20115
86,1,20117
43,,20117
301,1,20121
274,,20121
47,1,20123
51,,20123
502,1,20125
439,,20125
71,1,20127
62,,20127
11,1,20129
12,,20129
48,1,20131
40,,20131
134,1,20133
126,,20133
9,1,20135
6,,20135
52,1,20137
56,,20137
94,1,20139
43,,20139
6,,20143
8,1,20143
6,1,20145
7,,20145
34,,20147
29,1,20147
249,1,20149
239,,20149
105,1,20151
103,,20151
688,,20155
901,1,20155
30,,20157
43,1,20157
25,,20159
55,1,20159
2885,1,20161
2115,,20161
100,1,20167
157,,20167
862,1,20169
810,,20169
59,1,20171
75,,20171
8780,,20173
11351,1,20173
246,,20175
243,1,20175
2587,,20177
4107,1,20177
54,1,20181
70,,20181
4,,20185
144,,20189
148,1,20189
129,1,20191
129,,20191
113,1,20193
157,,20193
2,1,20195
5,,20195
16,,20197
8,1,20197
1,1,20201
2,,20201
5,,20203
5,1,20203
24,,20205
29,1,20205
3,,20207
2402,1,20209
1444,,20209
71,,21001
86,1,21001
142,1,21003
174,,21003
150,1,21005
234,,21005
39,1,21007
44,,21007
1066,1,21009
837,,21009
5,1,21011
3,,21011
297,1,21013
276,,21013
3316,1,21015
3496,,21015
149,1,21017
118,,21017
1121,1,21019
838,,21019
493,1,21021
313,,21021
47,1,21025
56,,21025
31,1,21027
37,,21027
728,1,21029
949,,21029
42,1,21031
21,,21031
88,1,21033
80,,21033
919,1,21035
389,,21035
2504,1,21037
1667,,21037
62,1,21041
177,,21041
221,,21043
246,1,21043
22,1,21045
10,,21045
682,1,21047
654,,21047
553,1,21049
484,,21049
314,1,21051
357,,21051
60,,21053
77,1,21053
22,1,21055
14,,21055
97,,21057
74,1,21057
1759,,21059
1598,1,21059
3,,21061
73,1,21065
52,,21065
7329,,21067
12122,1,21067
42,1,21069
37,,21069
494,1,21071
566,,21071
1464,1,21073
790,,21073
1,1,21075
3,,21075
47,1,21077
79,,21077
50,1,21079
27,,21079
263,1,21081
319,,21081
329,1,21083
316,,21083
33,1,21085
30,,21085
174,1,21089
131,,21089
75,1,21091
57,,21091
3237,,21093
3208,1,21093
126,,21095
160,1,21095
143,1,21097
83,,21097
87,,21099
70,1,21099
607,1,21101
562,,21101
10,1,21103
53,,21103
1,1,21105
1,,21105
459,1,21107
459,,21107
158,1,21109
131,,21109
19921,1,21111
22006,,21111
2257,1,21113
1841,,21113
345,1,21115
360,,21115
4422,1,21117
2963,,21117
160,1,21119
177,,21119
560,1,21121
565,,21121
15,1,21123
6,,21123
1498,1,21125
1633,,21125
135,1,21127
118,,21127
9,1,21129
44,,21129
227,1,21131
177,,21131
165,1,21133
199,,21133
3,1,21135
2,,21135
55,1,21137
55,,21137
6,1,21139
5,,21139
345,1,21141
275,,21141
32,1,21143
26,,21143
786,1,21145
686,,21145
134,1,21147
264,,21147
34,,21149
8,1,21149
2348,1,21151
1688,,21151
290,1,21153
306,,21153
73,1,21155
67,,21155
285,1,21157
253,,21157
156,1,21159
273,,21159
203,1,21161
137,,21161
169,1,21163
261,,21163
182,,21167
257,1,21167
27,1,21169
39,,21169
26,1,21171
43,,21171
303,1,21173
254,,21173
347,1,21175
330,,21175
108,1,21177
132,,21177
561,,21179
563,1,21179
4,1,21181
1,,21181
47,1,21183
25,,21183
737,,21185
795,1,21185
67,,21187
36,1,21187
32,1,21189
33,,21189
31,1,21191
99,,21191
135,1,21193
145,,21193
685,,21195
